pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
6.22,29.83,94.94,13.11,66,18,69,"Pest-risk, K-deficiency",57.657000000000004
6.33,19.02,87.03,23.26,37,9,92,"N-deficiency, K-deficiency",54.72200000000001
6.39,37.07,73.89,19.86,36,10,63,"N-deficiency, N-deficiency",48.297
7.77,37.26,59.14,35.36,36,29,86,"K-deficiency, K-deficiency",36.122
7.68,25.94,90.46,15.31,32,11,40,"K-deficiency, P-deficiency",57.641999999999996
6.43,28.42,37.63,20.99,49,12,29,"N-deficiency, Healthy",51.638000000000005
7.94,39.14,42.17,22.68,68,32,33,"N-deficiency, Healthy",45.666000000000004
7.97,19.67,60.93,9.62,55,19,68,"K-deficiency, P-deficiency",65.90899999999999
7.27,28.17,25.96,10.3,51,19,44,"P-deficiency, N-deficiency",59.715
5.39,19.28,33.76,14.58,55,39,86,"Healthy, Pest-risk",63.416
5.6,26.35,91.54,16.91,22,40,80,"Pest-risk, N-deficiency",57.59700000000001
7.72,28.26,64.21,26.12,61,35,36,"K-deficiency, Pest-risk",47.913999999999994
6.72,24.14,42.51,36.82,20,25,60,"N-deficiency, K-deficiency",40.534
6.03,23.38,47.58,24.96,61,26,79,"K-deficiency, K-deficiency",51.782
6.94,34.5,57.61,12.77,33,38,74,"Healthy, Pest-risk",54.154
5.39,22.18,45.82,21.89,53,21,60,"P-deficiency, Healthy",56.117999999999995
6.76,23.56,81.27,25.56,54,26,40,"Pest-risk, Pest-risk",49.75200000000001
7.06,36.46,35.24,24.58,57,38,94,"K-deficiency, Healthy",43.726
6.27,35.68,74.35,12.11,50,7,67,"N-deficiency, P-deficiency",55.432
6.52,24.1,29.41,29.98,47,18,77,"K-deficiency, Pest-risk",46.426
6.91,30.54,81.5,34.54,34,36,71,"N-deficiency, K-deficiency",38.778000000000006
7.79,27.91,79.35,14.67,52,19,71,"K-deficiency, Pest-risk",57.388999999999996
7.36,25.88,67.59,8.8,48,10,65,"K-deficiency, Pest-risk",62.24
7.11,24.38,87.83,23.26,49,43,58,"N-deficiency, Pest-risk",50.922
6.97,27.65,37.25,31.58,56,7,75,"K-deficiency, Pest-risk",42.471000000000004
6.91,35.59,38.95,37.55,74,9,42,"N-deficiency, P-deficiency",33.845
7.32,28.11,50.16,25.74,32,34,94,"Healthy, K-deficiency",47.493
6.72,29.16,84.65,36.23,72,21,25,"P-deficiency, K-deficiency",38.496
5.6,25.14,61.6,15.07,53,30,33,"N-deficiency, P-deficiency",59.67400000000001
7.31,23.8,28.74,9.65,34,23,27,"N-deficiency, N-deficiency",62.5
6.63,34.6,69.77,36.59,16,30,43,"K-deficiency, Healthy",35.668
5.87,29.85,51.25,11.35,40,10,92,"K-deficiency, K-deficiency",59.755
5.44,27.64,48.49,10.74,51,32,93,"K-deficiency, Pest-risk",62.208
7.48,35.56,73.74,24.42,17,37,79,"N-deficiency, Pest-risk",45.144
5.86,19.34,67.97,37.39,52,41,64,"P-deficiency, P-deficiency",44.198
6.08,18.72,72.82,14.13,22,40,40,"P-deficiency, Pest-risk",62.676
5.05,34.51,40.16,19.85,41,17,44,"Pest-risk, P-deficiency",52.265
5.79,25.65,29.71,25.69,17,23,86,"Healthy, N-deficiency",50.543000000000006
6.55,32.99,93.36,18.66,53,19,62,"Healthy, Healthy",50.977
5.86,37.56,77.16,32.71,47,13,23,"P-deficiency, N-deficiency",38.832
7.41,22.01,93.69,23.14,24,23,68,"P-deficiency, Healthy",52.803
6.02,28.17,41.87,25.82,62,11,31,"Healthy, P-deficiency",48.719
5.49,24.82,29.59,21.25,24,17,34,"K-deficiency, Healthy",55.11
7.4,20.37,78.72,22.63,35,35,45,"N-deficiency, K-deficiency",54.010999999999996
5.15,27.93,69.52,22.53,71,17,72,"Pest-risk, Pest-risk",53.211
7.98,38.99,81.26,31.4,30,40,23,"Pest-risk, Pest-risk",38.845
6.96,19.89,72.57,25.14,69,16,66,"P-deficiency, P-deficiency",51.522999999999996
5.73,19.03,50.79,36.58,32,5,72,"Healthy, N-deficiency",45.261
7.48,18.32,76.94,11.34,70,24,83,"P-deficiency, Healthy",64.22800000000001
7.49,35.99,87.93,30.27,66,25,52,"N-deficiency, Healthy",40.269000000000005
5.83,41.86,48.12,22.49,52,12,22,"K-deficiency, Pest-risk",44.918000000000006
6.76,28.94,70.25,22.77,58,24,37,"Healthy, K-deficiency",49.294
5.91,40.66,47.25,13.1,65,11,34,"Healthy, N-deficiency",52.87
5.95,38.06,77.42,11.35,54,28,34,"P-deficiency, K-deficiency",55.49
5.09,21.3,67.6,16.82,42,30,43,"K-deficiency, Healthy",61.214000000000006
7.22,41.8,38.91,36.8,22,36,25,"Healthy, Healthy",31.6
5.36,33.49,83.31,19.18,26,19,91,"K-deficiency, K-deficiency",52.691
5.33,18.94,86.46,29.78,55,18,31,"Healthy, Pest-risk",51.54600000000001
7.7,32.93,38.08,28.89,51,8,89,"Pest-risk, P-deficiency",43.323
7.16,22.07,48.25,11.35,43,14,44,"Healthy, K-deficiency",61.705000000000005
6.0,20.39,89.6,35.31,19,15,51,"P-deficiency, K-deficiency",45.057
7.57,20.12,40.2,11.67,31,26,78,"P-deficiency, Healthy",63.244
6.43,35.4,47.59,10.31,33,16,53,"N-deficiency, K-deficiency",56.692
5.1,28.85,52.79,34.89,58,16,52,"Pest-risk, Healthy",42.963
7.78,25.22,92.1,9.63,20,44,70,"K-deficiency, N-deficiency",62.746
5.43,25.05,36.61,8.19,25,8,43,"Healthy, K-deficiency",65.563
5.59,38.6,31.78,25.66,66,16,42,"N-deficiency, N-deficiency",44.492000000000004
6.21,34.99,40.51,13.86,57,7,22,"Healthy, K-deficiency",54.497
6.44,31.77,74.92,24.3,74,31,47,"P-deficiency, Pest-risk",47.295
6.77,36.23,58.23,32.79,74,22,21,"Pest-risk, N-deficiency",37.613
5.54,33.67,39.68,32.3,21,30,38,"P-deficiency, N-deficiency",41.745000000000005
6.72,30.23,44.49,28.44,63,42,47,"N-deficiency, K-deficiency",44.193000000000005
7.7,38.31,32.93,31.59,34,15,46,"P-deficiency, P-deficiency",38.473
7.25,35.37,85.92,8.5,18,12,40,"Pest-risk, K-deficiency",57.515
5.62,31.2,73.81,28.67,15,27,28,"N-deficiency, P-deficiency",45.724
6.44,28.7,55.29,27.85,58,15,59,"K-deficiency, P-deficiency",45.989999999999995
7.21,22.86,27.99,36.09,40,19,84,"Healthy, P-deficiency",41.618
6.4,18.67,76.31,20.45,24,8,31,"Healthy, P-deficiency",57.004999999999995
5.32,27.86,26.24,20.94,70,37,47,"Pest-risk, P-deficiency",54.178
6.89,19.09,81.79,15.13,66,18,48,"Pest-risk, P-deficiency",60.071
5.4,33.3,51.9,26.72,25,39,31,"Healthy, P-deficiency",46.67400000000001
7.42,30.05,69.92,24.2,40,40,56,"N-deficiency, N-deficiency",47.955
7.5,24.61,39.32,20.62,50,40,43,"K-deficiency, Pest-risk",53.699
6.39,22.09,59.99,21.37,37,43,78,"P-deficiency, N-deficiency",54.57899999999999
7.53,23.12,74.34,8.22,32,25,85,"P-deficiency, Healthy",64.424
7.76,27.63,87.9,29.01,55,39,80,"K-deficiency, K-deficiency",45.997
6.56,39.34,33.02,25.83,33,17,72,"Healthy, Pest-risk",42.046
5.91,26.48,81.35,31.51,67,37,40,"Healthy, Healthy",45.232
6.83,21.79,52.06,11.29,23,19,29,"P-deficiency, Pest-risk",61.91300000000001
5.78,37.93,36.93,31.17,56,13,50,"P-deficiency, Pest-risk",40.039
6.98,26.75,79.88,13.69,19,29,26,"Pest-risk, Pest-risk",57.213
7.38,24.8,64.78,18.2,63,39,62,"N-deficiency, Pest-risk",55.3
7.27,22.17,42.67,30.99,63,32,67,"K-deficiency, N-deficiency",46.163
6.38,41.75,38.47,13.79,64,42,86,"K-deficiency, N-deficiency",50.833000000000006
7.33,34.02,67.47,10.72,32,12,67,"P-deficiency, K-deficiency",56.574
6.19,27.66,46.29,13.34,18,41,84,"P-deficiency, K-deficiency",58.617999999999995
6.34,18.42,77.26,28.75,50,29,65,"K-deficiency, P-deficiency",50.61
7.8,27.84,38.91,11.07,57,42,39,"N-deficiency, K-deficiency",60.324000000000005
7.68,24.68,91.91,9.24,66,25,46,"Healthy, Healthy",63.128
6.83,26.83,72.39,12.91,32,22,74,"N-deficiency, N-deficiency",58.09700000000001
7.05,29.21,83.62,28.87,61,23,34,"P-deficiency, P-deficiency",43.899
7.62,40.01,74.15,9.96,46,16,92,"N-deficiency, N-deficiency",54.767
6.67,29.58,36.79,26.87,27,6,81,"P-deficiency, K-deficiency",45.874
6.73,24.04,66.32,23.81,41,5,88,"N-deficiency, K-deficiency",50.972
6.74,41.12,89.41,19.97,72,35,22,"N-deficiency, Healthy",45.484
5.27,24.94,51.03,11.61,39,37,26,"K-deficiency, P-deficiency",63.202000000000005
7.11,24.18,58.61,27.74,61,23,51,"P-deficiency, Pest-risk",47.438
6.32,23.99,55.57,23.08,15,30,92,"Healthy, Pest-risk",52.401
5.35,30.52,68.16,8.34,74,7,50,"Pest-risk, K-deficiency",62.867999999999995
7.36,24.21,32.98,26.7,32,28,66,"Pest-risk, K-deficiency",48.754999999999995
7.33,35.8,63.98,26.31,26,5,87,"Pest-risk, K-deficiency",43.212
5.74,22.18,57.2,12.48,70,13,51,"N-deficiency, K-deficiency",62.946
7.3,35.07,31.64,13.5,26,44,23,"Pest-risk, Healthy",53.76500000000001
6.47,38.83,48.31,36.41,61,18,44,"Pest-risk, Healthy",34.017
6.17,29.57,71.96,19.26,45,12,87,"Pest-risk, Healthy",52.967
6.9,36.45,84.31,29.02,65,21,51,"K-deficiency, N-deficiency",40.259
6.13,38.73,94.12,30.31,60,35,55,"P-deficiency, Healthy",39.627
6.8,41.46,52.15,11.9,15,7,56,"P-deficiency, P-deficiency",51.65
5.69,20.41,52.09,32.65,23,13,79,"N-deficiency, P-deficiency",47.795
5.83,28.17,84.31,10.86,54,28,82,"Pest-risk, P-deficiency",61.06700000000001
7.53,39.86,62.64,23.99,22,10,59,"Pest-risk, Pest-risk",43.438
6.62,21.62,29.72,35.58,35,16,56,"Healthy, P-deficiency",42.986
7.41,28.2,88.04,21.61,36,14,55,"P-deficiency, K-deficiency",50.932
5.94,30.69,61.4,11.12,35,10,74,"K-deficiency, K-deficiency",59.379
7.85,21.33,94.88,37.33,67,26,80,"K-deficiency, Healthy",42.67100000000001
5.3,27.41,30.77,17.65,33,9,55,"Healthy, P-deficiency",57.075
5.21,34.93,28.86,30.88,60,12,55,"N-deficiency, Healthy",42.911
6.26,31.7,71.08,33.59,50,10,39,"P-deficiency, K-deficiency",40.257999999999996
7.46,30.12,45.01,17.53,62,39,48,"P-deficiency, P-deficiency",53.336
5.38,24.17,86.16,18.62,39,12,71,"P-deficiency, Pest-risk",57.759
6.77,33.82,79.84,10.96,74,33,68,"K-deficiency, Healthy",56.282000000000004
5.19,37.68,77.13,30.58,69,5,62,"P-deficiency, K-deficiency",41.816
6.74,23.59,94.04,10.39,56,20,33,"Healthy, N-deficiency",61.913
5.0,25.43,67.53,37.07,65,20,28,"Healthy, N-deficiency",43.129000000000005
5.55,32.18,76.83,26.6,66,36,55,"Healthy, Healthy",47.03
6.1,41.35,31.84,35.31,42,35,54,"N-deficiency, P-deficiency",34.376999999999995
7.3,34.18,82.62,29.45,31,29,84,"K-deficiency, P-deficiency",41.45
5.16,23.2,70.82,13.79,33,38,47,"K-deficiency, K-deficiency",62.548
5.35,26.35,32.22,13.63,63,10,52,"N-deficiency, Healthy",60.721000000000004
6.91,29.26,42.8,14.91,19,8,59,"Pest-risk, P-deficiency",55.122
6.29,22.14,36.94,30.26,33,14,64,"K-deficiency, K-deficiency",47.642
5.05,31.79,53.46,21.36,29,37,65,"P-deficiency, Healthy",52.417
7.32,21.3,38.86,31.99,46,34,40,"K-deficiency, K-deficiency",45.898
5.9,40.33,90.65,26.56,54,39,60,"Pest-risk, Healthy",42.287000000000006
7.0,28.58,86.85,33.5,34,8,60,"Pest-risk, N-deficiency",40.410000000000004
5.54,27.28,76.78,8.89,30,6,86,"Healthy, P-deficiency",63.668
7.23,35.96,80.4,8.26,28,23,44,"Pest-risk, P-deficiency",57.37200000000001
6.02,33.11,31.59,26.43,44,40,60,"Pest-risk, P-deficiency",45.761
5.68,21.16,65.0,15.84,74,30,81,"N-deficiency, P-deficiency",60.888000000000005
5.88,21.96,71.88,30.39,16,24,27,"P-deficiency, Healthy",48.448
5.92,26.24,26.45,13.8,46,33,45,"K-deficiency, Healthy",59.5
6.81,29.22,25.6,19.9,28,36,60,"P-deficiency, N-deficiency",51.35
5.12,28.98,36.64,30.46,30,5,30,"Healthy, Healthy",46.402
7.23,25.23,30.55,34.33,48,20,68,"P-deficiency, N-deficiency",41.881
7.46,22.56,93.78,36.42,46,33,59,"P-deficiency, P-deficiency",42.004
5.38,20.45,56.48,36.0,29,11,56,"N-deficiency, Healthy",45.715
7.62,21.04,67.89,12.35,27,42,47,"P-deficiency, Pest-risk",62.34
6.12,38.67,91.24,14.94,53,39,38,"P-deficiency, N-deficiency",51.973
5.63,26.09,39.73,36.45,50,15,37,"Healthy, Healthy",42.035
6.92,29.81,51.31,35.68,36,24,89,"N-deficiency, P-deficiency",38.211
5.26,24.88,56.39,31.63,52,27,46,"Healthy, Pest-risk",47.236000000000004
7.77,24.36,58.37,21.62,24,40,76,"P-deficiency, N-deficiency",53.564
6.94,23.36,38.81,33.8,36,12,57,"P-deficiency, Healthy",42.9
6.21,38.84,78.16,19.1,32,41,94,"Healthy, P-deficiency",48.379999999999995
7.58,38.28,83.88,10.76,38,25,61,"Pest-risk, P-deficiency",54.912000000000006
6.21,32.16,27.41,31.18,52,35,38,"K-deficiency, K-deficiency",42.056000000000004
7.23,31.12,76.41,19.21,74,42,24,"P-deficiency, P-deficiency",51.032000000000004
7.92,24.92,86.5,19.78,16,23,64,"K-deficiency, P-deficiency",55.056
5.79,35.57,86.48,13.57,26,23,23,"Pest-risk, N-deficiency",55.279
7.56,21.3,38.19,18.22,68,14,44,"K-deficiency, Pest-risk",57.394
7.74,27.25,63.09,22.29,59,21,34,"Healthy, N-deficiency",51.52300000000001
6.19,22.03,62.03,23.56,54,35,28,"K-deficiency, Pest-risk",53.257
6.7,22.48,42.75,31.98,50,9,64,"P-deficiency, K-deficiency",45.275999999999996
7.19,37.87,46.7,25.45,34,11,23,"N-deficiency, N-deficiency",42.585
5.83,37.14,57.38,8.73,20,36,89,"Pest-risk, Healthy",58.286
5.56,33.85,41.7,15.23,43,16,44,"K-deficiency, Healthy",55.271
7.14,21.12,52.7,10.96,22,44,34,"P-deficiency, P-deficiency",62.452
7.43,22.16,46.32,9.22,29,28,69,"Healthy, Pest-risk",63.904
5.32,23.45,54.66,22.74,49,15,35,"N-deficiency, Pest-risk",54.943000000000005
7.27,27.27,80.88,10.52,74,15,58,"N-deficiency, P-deficiency",59.989000000000004
5.17,35.79,68.31,21.72,15,11,59,"N-deficiency, Healthy",49.888999999999996
7.5,19.58,87.37,32.87,38,39,79,"P-deficiency, N-deficiency",46.414
5.58,37.94,85.2,12.62,51,6,82,"Pest-risk, P-deficiency",55.274
5.27,24.49,58.33,8.65,29,39,62,"P-deficiency, N-deficiency",65.79500000000002
7.7,38.47,59.17,31.85,48,28,23,"P-deficiency, N-deficiency",38.185
7.85,40.18,65.41,36.36,43,6,22,"K-deficiency, N-deficiency",34.022000000000006
5.85,31.34,50.3,8.94,16,15,91,"Pest-risk, K-deficiency",60.97800000000001
6.52,25.19,34.87,23.72,45,6,63,"N-deficiency, K-deficiency",50.889
6.72,19.08,93.61,8.91,31,9,57,"N-deficiency, Healthy",65.39200000000001
5.82,36.38,73.23,14.76,19,43,52,"Pest-risk, P-deficiency",53.862
5.69,37.05,86.09,20.75,66,12,64,"P-deficiency, Pest-risk",48.995
5.22,29.19,93.1,24.7,74,44,33,"P-deficiency, P-deficiency",50.705000000000005
6.56,32.54,29.44,17.74,37,30,83,"N-deficiency, K-deficiency",51.91800000000001
7.13,35.17,54.67,36.59,68,9,40,"Healthy, Healthy",34.903
6.1,31.53,88.03,20.44,28,15,67,"Healthy, Healthy",51.18299999999999
7.41,34.59,90.27,18.05,32,15,87,"K-deficiency, K-deficiency",50.585
6.29,35.23,45.3,19.71,21,23,54,"P-deficiency, K-deficiency",49.537000000000006
7.86,19.68,46.54,24.87,72,11,86,"N-deficiency, P-deficiency",53.483999999999995
6.79,33.75,93.54,8.3,19,25,84,"P-deficiency, Pest-risk",58.40500000000001
5.11,21.92,65.18,9.52,64,12,35,"N-deficiency, K-deficiency",66.70400000000001
6.45,18.34,56.78,13.56,28,28,71,"Pest-risk, N-deficiency",62.582
5.05,31.94,28.97,31.3,58,33,37,"N-deficiency, Healthy",44.39
7.05,33.95,70.23,20.78,56,22,35,"P-deficiency, N-deficiency",48.001
6.06,33.89,86.1,37.25,43,34,35,"Healthy, Pest-risk",36.635000000000005
7.85,38.57,71.92,31.79,41,14,44,"Healthy, Healthy",38.483000000000004
5.7,31.12,36.96,22.03,45,28,49,"P-deficiency, N-deficiency",50.916000000000004
7.28,26.21,32.87,22.04,44,17,71,"Pest-risk, P-deficiency",51.32300000000001
6.82,41.2,61.21,26.75,71,22,70,"K-deficiency, Healthy",39.86
6.57,28.19,30.76,35.49,58,10,78,"Healthy, Pest-risk",39.873
5.97,29.62,54.18,8.44,52,37,94,"K-deficiency, K-deficiency",61.998000000000005
5.72,20.95,63.59,15.33,27,11,88,"P-deficiency, Pest-risk",61.321000000000005
5.02,32.97,31.73,21.18,67,13,45,"Pest-risk, N-deficiency",52.031
5.64,40.83,37.41,9.93,37,19,65,"Healthy, P-deficiency",55.861000000000004
6.64,31.42,65.18,10.74,66,26,47,"K-deficiency, P-deficiency",57.918
5.21,35.26,55.17,34.61,24,24,25,"P-deficiency, N-deficiency",39.762
5.55,26.01,29.4,24.48,74,27,33,"K-deficiency, P-deficiency",51.811
5.97,19.09,93.36,31.24,44,15,52,"Pest-risk, N-deficiency",49.023
6.72,22.93,27.65,32.74,26,34,69,"P-deficiency, N-deficiency",44.403
7.51,23.73,71.4,8.12,64,37,22,"K-deficiency, K-deficiency",64.159
6.49,35.54,27.66,21.04,47,38,75,"Pest-risk, Pest-risk",47.918000000000006
7.54,20.06,93.24,35.41,37,16,70,"Pest-risk, P-deficiency",44.222
7.43,29.33,59.52,33.54,22,21,37,"N-deficiency, K-deficiency",40.863
5.27,34.96,90.6,8.45,53,41,63,"P-deficiency, Healthy",60.720000000000006
7.48,24.15,42.63,27.57,36,42,43,"K-deficiency, N-deficiency",48.329
6.33,32.5,71.91,31.25,49,33,92,"K-deficiency, K-deficiency",41.59
5.8,38.56,44.0,12.68,58,31,67,"Pest-risk, Healthy",54.476
5.37,36.08,34.92,36.87,61,27,77,"N-deficiency, P-deficiency",37.224000000000004
6.11,18.81,90.77,8.82,64,39,48,"P-deficiency, Pest-risk",66.819
5.01,26.41,28.78,19.1,59,44,49,"Healthy, N-deficiency",56.995000000000005
7.15,26.33,58.85,28.03,44,42,79,"K-deficiency, Pest-risk",46.211
6.34,26.87,41.02,30.1,17,13,94,"Pest-risk, P-deficiency",45.305
5.43,32.33,34.91,14.9,48,42,47,"Healthy, N-deficiency",56.55500000000001
6.05,34.89,59.41,8.57,45,41,81,"K-deficiency, N-deficiency",59.099
5.01,18.96,33.42,31.32,31,8,47,"K-deficiency, K-deficiency",50.944
5.4,30.92,89.2,34.63,72,28,63,"N-deficiency, K-deficiency",41.536
5.69,27.54,94.93,21.46,40,18,74,"Pest-risk, N-deficiency",53.181999999999995
5.35,23.81,77.24,11.1,18,8,58,"Pest-risk, Pest-risk",64.015
7.45,38.06,59.52,8.53,37,20,94,"N-deficiency, N-deficiency",56.546
7.7,38.68,38.69,26.79,65,44,94,"P-deficiency, K-deficiency",42.128
7.0,22.98,91.43,10.84,56,34,87,"Pest-risk, N-deficiency",61.337999999999994
6.09,18.75,55.21,12.93,64,31,58,"Pest-risk, K-deficiency",63.601000000000006
5.04,36.14,59.18,31.22,33,42,69,"N-deficiency, P-deficiency",42.374
5.06,27.26,55.16,20.63,68,17,32,"P-deficiency, Pest-risk",55.246
6.16,29.29,81.37,35.56,68,13,57,"P-deficiency, K-deficiency",40.087
7.48,23.35,80.37,37.92,41,5,92,"P-deficiency, N-deficiency",40.449
7.64,20.35,85.79,33.83,23,44,40,"P-deficiency, P-deficiency",45.541000000000004
7.9,31.46,90.57,34.33,57,6,88,"K-deficiency, Healthy",40.106
7.34,41.18,80.72,22.31,51,21,34,"P-deficiency, Pest-risk",43.742000000000004
6.48,27.22,42.25,9.8,32,39,27,"N-deficiency, Pest-risk",61.09
7.05,26.44,55.25,11.01,37,29,27,"K-deficiency, K-deficiency",59.572
7.42,26.42,30.67,11.55,30,12,50,"K-deficiency, K-deficiency",59.89
5.12,27.69,71.29,13.88,32,17,56,"Healthy, Pest-risk",60.311
5.43,39.21,79.54,23.86,21,29,47,"K-deficiency, P-deficiency",45.947
7.38,32.2,94.28,12.73,73,24,34,"K-deficiency, Pest-risk",55.97599999999999
6.85,26.45,50.79,32.49,74,6,48,"P-deficiency, Healthy",42.583
5.67,39.71,83.55,35.25,60,41,86,"Healthy, P-deficiency",36.105000000000004
5.78,31.66,53.85,26.89,63,30,40,"N-deficiency, Healthy",46.598
7.13,26.55,62.87,30.09,17,19,38,"N-deficiency, Pest-risk",44.413
7.32,31.05,48.19,20.16,52,33,24,"N-deficiency, Healthy",50.487
7.13,38.68,28.79,21.61,66,25,74,"P-deficiency, P-deficiency",45.132000000000005
6.41,35.62,29.38,21.9,68,9,74,"Healthy, Healthy",47.35
7.12,18.15,51.67,24.16,66,17,64,"P-deficiency, Pest-risk",53.337
6.95,27.66,39.78,27.31,36,16,66,"Healthy, K-deficiency",45.922000000000004
7.43,26.81,40.48,33.74,38,11,86,"N-deficiency, Pest-risk",41.963
7.76,31.31,82.77,32.48,27,25,88,"N-deficiency, Healthy",41.381
7.76,29.83,27.98,37.29,17,21,88,"P-deficiency, K-deficiency",38.272999999999996
7.66,25.27,40.58,19.43,42,16,32,"N-deficiency, N-deficiency",54.641000000000005
5.81,24.91,53.39,36.06,72,18,86,"Healthy, Pest-risk",42.577
6.97,32.88,92.14,15.05,73,44,37,"Healthy, P-deficiency",53.080000000000005
5.55,23.71,54.56,25.29,16,21,33,"K-deficiency, N-deficiency",52.312999999999995
5.32,38.91,85.0,17.86,47,8,37,"N-deficiency, Pest-risk",51.117000000000004
6.2,38.13,26.65,11.63,20,14,78,"Healthy, Pest-risk",54.731
6.51,37.94,62.65,37.56,15,27,72,"K-deficiency, P-deficiency",33.462
6.88,39.2,50.44,30.78,48,38,70,"P-deficiency, Healthy",37.516
7.03,25.91,59.68,24.82,25,37,32,"Pest-risk, K-deficiency",48.749
7.05,37.19,94.79,29.9,62,23,73,"P-deficiency, K-deficiency",39.085
6.69,29.6,88.83,27.38,30,38,39,"K-deficiency, N-deficiency",45.416
6.64,20.12,31.73,31.4,61,27,63,"P-deficiency, Healthy",47.04
7.92,36.93,67.76,10.43,27,31,66,"Healthy, Pest-risk",56.531000000000006
7.59,20.47,59.06,8.34,52,11,48,"K-deficiency, N-deficiency",65.773
7.14,40.47,25.91,19.75,73,19,94,"Pest-risk, K-deficiency",45.745000000000005
7.39,28.97,77.84,25.55,44,30,45,"Pest-risk, P-deficiency",47.355000000000004
5.71,22.47,85.25,28.59,28,34,55,"Pest-risk, N-deficiency",49.973
5.54,34.7,84.83,15.94,58,36,79,"K-deficiency, Healthy",54.318000000000005
7.39,41.68,32.37,30.04,59,11,88,"Pest-risk, N-deficiency",37.408
7.19,24.47,26.51,24.61,68,37,71,"K-deficiency, Healthy",49.957
6.51,22.07,37.82,25.51,26,17,56,"Pest-risk, P-deficiency",51.037000000000006
6.83,25.89,79.15,30.9,52,35,51,"Healthy, Healthy",44.175
6.48,41.84,41.19,22.79,32,19,55,"K-deficiency, Pest-risk",43.388
6.91,19.19,67.64,18.65,15,29,81,"P-deficiency, K-deficiency",57.165
7.78,36.01,40.16,21.87,62,25,32,"P-deficiency, P-deficiency",47.559000000000005
6.86,23.94,89.27,21.27,59,21,43,"Healthy, P-deficiency",52.794000000000004
7.34,39.94,26.62,14.04,67,7,36,"Pest-risk, P-deficiency",50.978
7.48,41.68,85.31,12.45,16,17,31,"N-deficiency, Pest-risk",51.660000000000004
5.62,36.15,26.33,24.62,70,43,26,"K-deficiency, P-deficiency",46.489000000000004
6.77,28.54,37.96,30.6,59,24,84,"P-deficiency, K-deficiency",43.21
5.88,37.76,74.38,12.77,48,9,65,"N-deficiency, Pest-risk",54.64400000000001
5.83,40.08,71.31,26.01,36,9,69,"Pest-risk, Healthy",42.992000000000004
5.94,29.76,90.4,30.77,26,14,53,"N-deficiency, P-deficiency",44.123999999999995
6.28,27.33,45.43,8.35,31,25,27,"K-deficiency, K-deficiency",62.595
5.34,41.49,73.84,36.18,15,13,94,"P-deficiency, Healthy",35.131
6.62,31.64,25.4,13.07,54,9,88,"P-deficiency, Pest-risk",55.984
5.25,22.5,66.76,19.34,37,18,55,"Pest-risk, K-deficiency",58.278000000000006
6.07,38.34,94.04,31.96,48,36,36,"Healthy, Pest-risk",38.622
5.97,26.33,57.27,23.05,34,36,47,"Pest-risk, N-deficiency",51.955000000000005
7.2,37.04,90.76,26.58,74,11,89,"Healthy, K-deficiency",42.116
5.33,24.64,82.84,30.16,15,28,38,"Pest-risk, K-deficiency",48.391999999999996
7.39,24.27,39.7,16.37,57,18,46,"Healthy, Pest-risk",57.049
5.13,19.72,65.38,33.77,41,9,23,"Pest-risk, N-deficiency",48.364
5.72,28.77,48.8,37.73,15,5,72,"N-deficiency, K-deficiency",39.49100000000001
5.38,29.86,70.05,9.67,59,40,31,"Pest-risk, Healthy",62.074000000000005
5.41,26.38,72.69,23.08,20,9,28,"P-deficiency, P-deficiency",53.026
5.8,22.51,71.11,11.16,56,36,64,"K-deficiency, K-deficiency",63.717
6.37,37.91,51.1,19.73,39,23,39,"P-deficiency, K-deficiency",48.021
7.78,36.14,25.63,37.27,18,13,28,"K-deficiency, Healthy",35.174
7.67,26.2,49.17,13.62,63,43,37,"K-deficiency, P-deficiency",58.84400000000001
6.14,24.52,55.32,12.09,32,13,54,"Pest-risk, N-deficiency",61.288
6.45,20.33,73.48,10.15,74,39,48,"P-deficiency, P-deficiency",64.315
6.92,26.31,80.87,22.66,22,5,61,"Pest-risk, K-deficiency",50.376999999999995
5.73,23.28,92.54,15.13,63,18,74,"Healthy, Healthy",60.296
5.5,28.38,52.7,37.32,64,30,36,"Pest-risk, P-deficiency",40.454
6.8,37.49,77.44,24.62,61,40,60,"P-deficiency, Pest-risk",43.459
5.48,27.02,64.57,31.31,54,11,63,"Healthy, P-deficiency",45.982
